gene	OT2_ID	pident	eval	OT2_description
jg8084	XP_022900627.1	100	1.07e-87	max-interacting protein 1-like
jg8085	XP_022909068.1	99.716	0	uncharacterized protein LOC111420323
jg8086	XP_022900627.1	100	5.17e-107	max-interacting protein 1-like
jg8087	XP_022909068.1	99.433	0	uncharacterized protein LOC111420323
jg8088	XP_022900625.1	100	5.41e-150	uncharacterized protein LOC111413756 isoform X2
jg8089	XP_022900622.1	99.446	0	uncharacterized protein LOC111413755
jg8089.t2	XP_022900622.1	99.752	0	uncharacterized protein LOC111413755
jg809	XP_022914039.1	100	1.14e-78	uncharacterized protein LOC111424652
jg8090	XP_022900620.1	100	0	very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase isoform X1
jg8091	XP_022904585.1	37.594	1.22e-22	uncharacterized protein LOC111416727
jg8092	XP_022900639.1	100	0	DALR anticodon-binding domain-containing protein 3
jg8093	XP_022900638.1	100	0	thyroid adenoma-associated protein homolog
jg8096	XP_022906087.1	90.323	5.28e-32	piggyBac transposable element-derived protein 4-like
jg8097	XP_022906474.1	34.914	1.65e-93	uncharacterized protein LOC111418214
jg8099	XP_022909906.1	100	8.12e-172	uncharacterized protein LOC111421029
jg81	XP_022902711.1	95.21	0	uncharacterized protein LOC111415326 isoform X1
jg810	XP_022913397.1	94.767	2.57e-111	uncharacterized protein LOC111424185
jg8100	XP_022909905.1	76.211	6.28e-129	uncharacterized protein LOC111421028
jg8101	XP_022909375.1	95.735	1.22e-138	uncharacterized protein LOC111420591
jg8102	XP_022906883.1	33.684	1.87e-24	piggyBac transposable element-derived protein 3-like
jg8104	XP_022908064.1	97.811	0	toll-like receptor 6
jg8105	XP_022908063.1	99.388	0	toll-like receptor 6
jg8106	XP_022900282.1	99.81	0	organic cation transporter protein-like
jg8107	XP_022900284.1	100	0	uncharacterized protein LOC111413517
jg8109	XP_022900292.1	100	6.52e-120	uncharacterized protein LOC111413521
jg8110	XP_022900294.1	98.485	4.4e-91	uncharacterized protein LOC111413524
jg8111	XP_022900277.1	99.85	0	nuclear pore complex protein Nup155
jg8113	XP_022900275.1	98.795	0	protein takeout-like
jg8114	XP_022900280.1	98.675	0	amine sulfotransferase-like
jg8116	XP_022900278.1	100	0	programmed cell death protein 4
jg8118	XP_022900290.1	99.578	4.54e-174	leucine-rich repeat-containing protein 57-like
jg8119	XP_022908606.1	39.815	1.55e-27	uncharacterized protein LOC111419952
jg8120	XP_022900291.1	100	3.34e-147	microtubule-associated protein Jupiter
jg8121	XP_022900287.1	99.859	0	guanine nucleotide-releasing factor 2-like isoform X3
jg8122	XP_022908713.1	38.389	1.09e-40	uncharacterized protein LOC111420039
jg8123	XP_022903184.1	100	4.71e-103	40S ribosomal protein S23
jg8124	XP_022903183.1	100	3.32e-144	high affinity copper uptake protein 1
jg8124.t2	XP_022903183.1	100	1.68e-145	high affinity copper uptake protein 1
jg8125	XP_022903182.1	100	0	ubiquitin-conjugating enzyme E2 Z-like
jg8126	XP_022903181.1	100	0	60S ribosomal protein L7a
jg813	XP_022906803.1	98.113	4.91e-108	uncharacterized protein LOC111418492
jg8132	XP_022913116.1	54.478	9.65e-46	KRAB-A domain-containing protein 2-like
jg8133	XP_022918841.1	97.849	1.78e-57	zinc finger MYND domain-containing protein 11 isoform X2
jg8134	XP_022900797.1	59.503	0	kinesin-like protein KIF3A isoform X2
jg8135	XP_022913898.1	92.517	2.48e-96	BAG family molecular chaperone regulator 2 isoform X2
jg8136	XP_022899811.1	100	0	toll-like receptor 6
jg8138	XP_022908494.1	47.788	5.57e-37	uncharacterized protein LOC111419849
jg8140	XP_022914668.1	31.156	2.28e-33	uncharacterized protein LOC111425118
jg8141	XP_022909586.1	99.598	0	cytochrome P450 6j1-like
jg8142	XP_022909587.1	99.595	0	cytochrome P450 6k1-like
jg8143	XP_022909588.1	99.585	0	cytochrome P450 6j1-like isoform X1
jg8146	XP_022904016.1	100	0	lysine-specific histone demethylase 1A-like, partial
jg8149	XP_022914956.1	70.833	2.06e-26	cysteine-rich with EGF-like domain protein 2
jg8150	XP_022904047.1	100	0	toll-like receptor Tollo
jg8151	XP_022904049.1	95.833	1.7e-78	uncharacterized protein LOC111416305
jg8153	XP_022910660.1	79.221	1.08e-27	piggyBac transposable element-derived protein 4-like
jg8155	XP_022909614.1	97.172	0	lysine-specific histone demethylase 1A-like
jg8157	XP_022909065.1	99.718	0	organic cation transporter protein-like
jg8157.t2	XP_022909065.1	99.718	0	organic cation transporter protein-like
jg8158	XP_022909064.1	100	0	dolichol kinase-like
jg8159	XP_022909063.1	99.84	0	myotubularin-related protein 10
jg816	XP_022906141.1	45.39	1.73e-37	protein ANTAGONIST OF LIKE HETEROCHROMATIN PROTEIN 1-like
jg8160	XP_022907668.1	87.435	9.78e-118	uncharacterized protein LOC111419132
jg8161	XP_022910629.1	99.728	0	serine/arginine repetitive matrix protein 1-like isoform X2
jg8162	XP_022911490.1	100	0	cell cycle checkpoint protein RAD1-like
jg8163	XP_022908394.1	81.282	1.13e-179	protein krueppel-like
jg8164	XP_022908396.1	99.712	0	heat shock protein 75 kDa, mitochondrial
jg8165	XP_022908393.1	99.559	9.5e-174	zinc metalloproteinase nas-13-like
jg8167	XP_022908398.1	99.234	0	zinc metalloproteinase nas-6-like
jg8169	XP_022908429.1	39.873	2.4e-29	uncharacterized protein LOC111419793
jg817	XP_022916195.1	90.179	1.72e-65	matrix metalloproteinase-18-like
jg8170	XP_022913116.1	98.175	0	KRAB-A domain-containing protein 2-like
jg8171	XP_022902523.1	46.774	9.36e-33	uncharacterized protein LOC111415200
jg8173	XP_022901104.1	97.72	0	uncharacterized protein LOC111414142
jg8174	XP_022911321.1	99.549	0	adenylyltransferase and sulfurtransferase MOCS3-like isoform X2
jg8176	XP_022911316.1	100	1.31e-180	ER membrane protein complex subunit 3
jg8177	XP_022906473.1	97.55	0	uncharacterized protein LOC111418212
jg8178	XP_022911317.1	99.405	0	SCY1-like protein 2
jg8179	XP_022911280.1	100	0	uncharacterized aarF domain-containing protein kinase 1-like
jg8180	XP_022911281.1	99.467	0	cytochrome P450 307a1-like, partial
jg8181	XP_022910902.1	100	0	acidic mammalian chitinase-like
jg8182	XP_022910903.1	97.802	1.22e-132	probable oligoribonuclease
jg8183	XP_022910905.1	99.077	0	protein downstream neighbor of son homolog
jg8184	XP_022909556.1	99.567	2.36e-170	uncharacterized protein LOC111420753
jg8185	XP_022909558.1	98.125	7.52e-114	uncharacterized protein LOC111420754 isoform X1
jg8186	XP_022909561.1	100	1.16e-83	mitochondrial pyruvate carrier 4-like isoform X4
jg8187	XP_022909562.1	100	5.37e-72	complex III assembly factor LYRM7
jg8189	XP_022909555.1	99.359	0	trichohyalin-like
jg8192	XP_022919297.1	79.31	6.64e-22	uncharacterized protein LOC111428121
jg8193	XP_022908650.1	96.586	0	glutamate-gated chloride channel isoform X3
jg8193.t2	XP_022908648.1	96.62	0	glutamate-gated chloride channel isoform X1
jg8195	XP_022906003.1	39.13	4.18e-32	uncharacterized protein LOC111417843
jg8196	XP_022920982.1	98.75	7.16e-53	uncharacterized protein K02A2.6-like
jg8198	XP_022906865.1	99.901	0	fatty acid synthase-like, partial
jg8199	XP_022910851.1	100	0	palmitoyltransferase ZDHHC6-like
jg82	XP_022902720.1	98.837	3.68e-127	uncharacterized protein LOC111415332
jg8200	XP_022905002.1	99.376	0	NADP-dependent malic enzyme-like isoform X1
jg8201	XP_022905001.1	99.315	0	sodium leak channel non-selective protein
jg8201.t2	XP_022905001.1	99.247	0	sodium leak channel non-selective protein
jg8203	XP_022905009.1	99.459	1.29e-133	uncharacterized protein LOC111417066
jg8204	XP_022909146.1	46.976	2.3e-162	uncharacterized protein LOC111420400
jg8205	XP_022911656.1	81.114	0	uncharacterized protein LOC111422678
jg8205.t2	XP_022907792.1	54.43	2.28e-23	uncharacterized protein LOC111419242
jg8206	XP_022907792.1	47.328	5.96e-31	uncharacterized protein LOC111419242
jg8207	XP_022908349.1	46.154	8.37e-35	uncharacterized protein LOC111419720
jg8208	XP_022906474.1	36.275	9.71e-41	uncharacterized protein LOC111418214
jg8209	XP_022911579.1	97.714	6.56e-125	uncharacterized protein LOC111422607
jg821	XP_022911999.1	100	3.56e-58	piggyBac transposable element-derived protein 4-like, partial
jg8210	XP_022911198.1	91.429	2.21e-37	uncharacterized protein LOC111422232
jg8211	XP_022910221.1	27.333	4.1e-36	zinc finger MYM-type protein 1-like
jg8212	XP_022907472.1	100	0	protein transport protein Sec16B-like isoform X6
jg8213	XP_022907472.1	100	0	protein transport protein Sec16B-like isoform X6
jg8214	XP_022907475.1	99.694	0	formin-J isoform X1
jg8215	XP_022907480.1	100	0	zinc metalloproteinase nas-13-like
jg8216	XP_022907477.1	99.639	0	ring canal kelch homolog
jg8217	XP_022907479.1	100	0	uncharacterized protein LOC111418979
jg8218	XP_022912447.1	67.097	3.44e-70	uncharacterized protein LOC111423450 isoform X2
jg8219	XP_022902517.1	98.639	1.64e-104	GATA zinc finger domain-containing protein 14-like, partial
jg822.t3	XP_022906220.1	74.436	9.73e-72	uncharacterized protein LOC111418018
jg8220	XP_022907483.1	100	1.86e-88	probable E3 ubiquitin-protein ligase XERICO
jg8221	XP_022907484.1	100	5.07e-171	BTB/POZ domain-containing protein KCTD12
jg8222	XP_022910560.1	27.846	1.86e-50	uncharacterized protein LOC111421623
jg8226	XP_022906607.1	96.25	1.37e-49	THAP domain-containing protein 2-like
jg8227	XP_022905295.1	99.531	0	kynurenine 3-monooxygenase, partial
jg8228	XP_022905294.1	100	0	uncharacterized protein LOC111417297
jg8229	XP_022911318.1	49.18	2.57e-57	uncharacterized protein LOC111422344
jg8230	XP_022906930.1	99.408	2.1e-115	uncharacterized protein LOC111418597 isoform X1
jg8231	XP_022906926.1	100	0	myosin heavy chain 95F isoform X1
jg8232	XP_022906929.1	99.565	6.14e-170	dehydrodolichyl diphosphate synthase complex subunit Nus1-like
jg8233	XP_022906927.1	90.566	1.93e-28	myosin heavy chain 95F isoform X2
jg8234	XP_022908313.1	100	0	arginine/serine-rich protein PNISR-like isoform X2
jg8236	XP_022905515.1	100	0	probable Xaa-Pro aminopeptidase 3
jg8238	XP_022905524.1	99.187	0	gustatory receptor 68a-like
jg8239	XP_022905523.1	100	0	lipase member H-like
jg824	XP_022899730.1	56	1.15e-29	lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog
jg8241	XP_022903266.1	50.279	1.03e-51	uncharacterized protein LOC111415685
jg8243	XP_022905518.1	99.15	0	peroxidase-like
jg8245	XP_022904764.1	100	0	RING finger protein 44 isoform X1
jg8246	XP_022904787.1	96.447	1.88e-141	uncharacterized protein LOC111416903
jg8247	XP_022904801.1	100	0	vasorin-like
jg8248	XP_022904803.1	99.054	0	UPF0565 protein C2orf69 homolog
jg8249	XP_022904799.1	100	0	TWiK family of potassium channels protein 18
jg8250	XP_022904769.1	100	0	splicing factor 3A subunit 1
jg8251	XP_022904770.1	100	0	4-coumarate--CoA ligase 1-like
jg8252	XP_022904796.1	100	0	venom allergen 3-like isoform X1
jg8253	XP_022904786.1	100	9.18e-180	uncharacterized protein C6orf106 homolog
jg8254	XP_022904759.1	100	0	uncharacterized protein LOC111416884 isoform X1
jg8254.t2	XP_022904761.1	100	0	uncharacterized protein LOC111416884 isoform X3
jg8255	XP_022904785.1	100	2.88e-117	uncharacterized protein LOC111416901
jg8256	XP_022904777.1	98.986	0	trans-Golgi network integral membrane protein TGN38-like
jg8258	XP_022914618.1	98.795	1.69e-47	uncharacterized protein LOC111425084
jg8260	XP_022908338.1	30.918	8.51e-23	uncharacterized protein LOC111419710, partial
jg8261	XP_022914620.1	100	1.52e-69	sm-like protein LSM3A
jg8262	XP_022903745.1	41.42	3.22e-32	uncharacterized protein K02A2.6-like
jg8263	XP_022903744.1	60.952	6.64e-46	uncharacterized protein LOC111416034
jg8267	XP_022901006.1	39.303	2.76e-44	uncharacterized protein LOC111414058
jg8269	XP_022907481.1	40.884	1.06e-31	LOW QUALITY PROTEIN: uncharacterized protein LOC111418981
jg827	XP_022906222.1	100	2.82e-67	protein ALP1-like
jg8270	XP_022906843.1	39.819	1.68e-102	uncharacterized protein LOC111418530
jg8272	XP_022900891.1	96.591	8.28e-55	uncharacterized protein LOC111413976
jg8276	XP_022902363.1	79.592	2.89e-52	uncharacterized protein LOC111415086
jg828	XP_022909021.1	35.484	3.27e-37	uncharacterized protein LOC111420287
jg8281	XP_022907407.1	32.441	9.07e-28	uncharacterized protein K02A2.6-like
jg8285	XP_022905609.1	99.625	0	uncharacterized protein LOC111417535
jg8286	XP_022911018.1	40.237	3.41e-39	uncharacterized protein LOC111422045
jg8287	XP_022902362.1	34.302	2.54e-24	uncharacterized protein LOC111415085
jg829	XP_022901965.1	95.745	4.81e-63	piggyBac transposable element-derived protein 4-like
jg8291	XP_022917691.1	33.542	1.11e-55	odorant receptor 83a-like
jg8295	XP_022905668.1	100	0	uncharacterized protein LOC111417577 isoform X2
jg8298	XP_022907904.1	43.506	4.08e-38	uncharacterized protein LOC111419355
jg8299	XP_022901763.1	32.54	1.08e-68	zinc finger BED domain-containing protein 1-like
jg83	XP_022902722.1	100	8e-103	60S ribosomal protein L22-like
jg8300	XP_022910135.1	31.651	3.39e-24	uncharacterized protein LOC111421228, partial
jg8301	XP_022902184.1	38.889	1.29e-49	uncharacterized protein K02A2.6-like
jg8302	XP_022906222.1	100	2.82e-67	protein ALP1-like
jg8303	XP_022909021.1	35.484	3.27e-37	uncharacterized protein LOC111420287
jg8306	XP_022910280.1	46.988	5.8e-65	uncharacterized protein LOC111421369
jg8309	XP_022908977.1	88.626	2.39e-135	uncharacterized protein LOC111420254
jg831	XP_022909885.1	100	1.48e-85	histone H2A-like
jg8311	XP_022921001.1	87.5	5.37e-86	uncharacterized protein LOC111429347
jg8312	XP_022909865.1	58.929	1.08e-94	uncharacterized protein LOC111420993
jg8315	XP_022901397.1	97.619	6.49e-22	protein ALP1-like
jg8316	XP_022913157.1	99.038	2e-71	uncharacterized protein LOC111424004
jg8318	XP_022921122.1	73.684	6.04e-21	merozoite surface protein CMZ-8-like
jg8319	XP_022901006.1	31.144	6.73e-58	uncharacterized protein LOC111414058
jg832	XP_022920936.1	100	1.48e-86	histone H2B
jg8321	XP_022906738.1	56.906	1.94e-71	uncharacterized protein K02A2.6-like
jg8322	XP_022909554.1	38.636	4.69e-24	uncharacterized protein LOC111420750
jg8324	XP_022901406.1	100	1.83e-45	uncharacterized protein K02A2.6-like
jg8325	XP_022906738.1	68.345	2.28e-132	uncharacterized protein K02A2.6-like
jg8327	XP_022901104.1	98.322	0	uncharacterized protein LOC111414142
jg8328	XP_022904550.1	100	4.7e-67	uncharacterized protein K02A2.6-like
jg8329	XP_022907482.1	44.361	3.28e-26	uncharacterized protein K02A2.6-like
jg833	XP_022911998.1	40.523	1.97e-31	uncharacterized protein LOC111422979
jg8330	XP_022911901.1	67.857	4.33e-28	piggyBac transposable element-derived protein 4-like
jg8334	XP_022910666.1	70.621	3.08e-73	zinc finger BED domain-containing protein 1-like
jg8336	XP_022909869.1	100	4.46e-174	zinc finger BED domain-containing protein 4-like
jg8337	XP_022903744.1	48.913	1.57e-23	uncharacterized protein LOC111416034
jg8339	XP_022911024.1	94.318	2.14e-104	uncharacterized protein LOC111422050
jg8345	XP_022902184.1	49.485	4.14e-23	uncharacterized protein K02A2.6-like
jg8346	XP_022910824.1	48.178	4.2e-77	uncharacterized protein LOC111421860, partial
jg8348	XP_022910898.1	38.554	5.32e-32	putative nuclease HARBI1, partial
jg8349	XP_022910336.1	98.729	4.88e-171	zinc finger BED domain-containing protein 1-like
jg8350	XP_022910809.1	98.354	2.64e-180	zinc finger BED domain-containing protein 1-like
jg8351	XP_022909073.1	43.218	3.25e-75	uncharacterized protein LOC111420328
jg8352	XP_022906737.1	49.171	9.19e-51	uncharacterized protein LOC111418426
jg8354	XP_022911954.1	28.313	5.6e-32	uncharacterized protein LOC111422910
jg8357	XP_022906220.1	74.436	9.73e-72	uncharacterized protein LOC111418018
jg836	XP_022909068.1	100	0	uncharacterized protein LOC111420323
jg8362	XP_022907172.1	34.336	4.15e-98	uncharacterized protein LOC111418744
jg8363	XP_022903739.1	54.545	2.12e-79	uncharacterized protein LOC111416030
jg8364	XP_022910666.1	94.286	5.11e-41	zinc finger BED domain-containing protein 1-like
jg8367	XP_022909865.1	58.036	1.58e-90	uncharacterized protein LOC111420993
jg8369	XP_022901971.1	39.604	6.55e-33	uncharacterized protein LOC111414763
jg8371	XP_022906222.1	72.115	1.92e-46	protein ALP1-like
jg8374	XP_022911223.1	32.143	9.94e-38	zinc finger MYM-type protein 1-like
jg8376	XP_022901405.1	98.328	0	uncharacterized protein LOC111414325
jg8378	XP_022902167.1	48.78	5.83e-50	uncharacterized protein K02A2.6-like
jg8380	XP_022909068.1	100	0	uncharacterized protein LOC111420323
jg8381	XP_022906610.1	91.791	1.82e-85	uncharacterized protein LOC111418329
jg8382	XP_022903354.1	59.259	6.91e-43	uncharacterized protein LOC111415749 isoform X2
jg8385	XP_022905798.1	89.13	2.85e-82	uncharacterized protein LOC111417679
jg8386	XP_022910281.1	98.876	2.89e-58	piggyBac transposable element-derived protein 3-like
jg8387	XP_022905798.1	89.13	7.2e-84	uncharacterized protein LOC111417679
jg8388	XP_022910281.1	98.876	2.89e-58	piggyBac transposable element-derived protein 3-like
jg839	XP_022910824.1	44.4	5.77e-68	uncharacterized protein LOC111421860, partial
jg8390	XP_022905455.1	58.442	3.93e-25	uncharacterized protein LOC111417417
jg8391	XP_022906802.1	99.254	2.7e-88	uncharacterized protein LOC111418491
jg8394	XP_022913143.1	85.714	9.63e-61	piggyBac transposable element-derived protein 4-like
jg8395	XP_022911324.1	98.947	3.79e-64	general transcription factor II-I repeat domain-containing protein 2-like
jg8396	XP_022905658.1	82.292	9.52e-96	uncharacterized protein LOC111417568
jg8398	XP_022914003.1	91.667	1.39e-34	uncharacterized protein LOC111424624
jg8399	XP_022914848.1	100	2.07e-110	general transcription factor II-I repeat domain-containing protein 2-like isoform X1
jg84	XP_022902714.1	100	0	small G protein signaling modulator 1-like
jg840	XP_022905846.1	32.687	4.31e-54	uncharacterized protein LOC111417713
jg8400	XP_022904788.1	99.524	3.15e-156	uncharacterized protein LOC111416879
jg8402	XP_022904000.1	95.385	6.08e-27	KRAB-A domain-containing protein 2-like, partial
jg8403	XP_022904000.1	88.889	4.09e-43	KRAB-A domain-containing protein 2-like, partial
jg8404	XP_022911162.1	68.421	8.63e-33	protein ANTAGONIST OF LIKE HETEROCHROMATIN PROTEIN 1-like
jg8406	XP_022911939.1	45.894	3.55e-49	uncharacterized protein LOC111422900
jg8408	XP_022903997.1	99.159	0	DNA topoisomerase 2-binding protein 1-A-like isoform X1
jg8408.t2	XP_022903998.1	99.158	0	DNA topoisomerase 2-binding protein 1-A-like isoform X2
jg8409	XP_022904003.1	100	0	glycerophosphodiester phosphodiesterase 1 isoform X1
jg841	XP_022905293.1	98.4	1.56e-85	uncharacterized protein LOC111417296
jg8410	XP_022904285.1	99.714	0	coiled-coil domain-containing protein 130 homolog
jg8411	XP_022904163.1	99.361	0	zinc finger BED domain-containing protein 4-like
jg8412	XP_022904284.1	94.333	0	transcription elongation regulator 1
jg8414	XP_022903883.1	35.196	6.83e-65	uncharacterized protein LOC111416159
jg8416	XP_022920062.1	99.32	4.13e-105	protein ZBED8-like
jg8417	XP_022920054.1	100	0	protein hu-li tai shao isoform X1
jg8419	XP_022920059.1	100	1.37e-104	U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein
jg842	XP_022903353.1	92	2.46e-50	uncharacterized protein LOC111415749 isoform X1
jg8420	XP_022912199.1	100	0	Fanconi anemia group I protein-like, partial
jg8421	XP_022906234.1	44.091	2.31e-64	uncharacterized protein LOC111418029
jg8422	XP_022914246.1	76.157	0	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial
jg8423	XP_022920064.1	87.91	0	sodium-dependent noradrenaline transporter-like
jg8424	XP_022904007.1	53.02	3.12e-49	uncharacterized protein LOC111416270
jg8427	XP_022906824.1	98.4	1.23e-81	jerky protein homolog-like
jg8428	XP_022917749.1	57.419	4.15e-66	uncharacterized protein LOC111427033
jg8429	XP_022903498.1	99.539	0	synaptic vesicular amine transporter, partial
jg8429.t2	XP_022903498.1	99.537	1.94e-154	synaptic vesicular amine transporter, partial
jg843	XP_022903354.1	65.766	8.58e-41	uncharacterized protein LOC111415749 isoform X2
